0,0
1,0
1003,0
1006,0
1007,0
1008,0
1009,0
1011,0
1012,0
1013,0
1016,0
102,0
1022,0
1023,0
1025,0
1027,0
1029,0
1031,0
1032,0
1033,0
1034,0
1035,0
1037,0
1040,0
1044,0
1045,0
1046,0
1048,0
1051,0
1054,0
1057,0
1058,0
1060,0
1061,0
1068,0
1072,0
1073,0
1081,0
1086,0
1089,0
1090,0
1091,0
11,0
1100,0
1101,0
1104,0
1108,0
1113,0
1114,0
1123,0
1125,0
1127,0
1129,0
1133,0
1135,0
1136,0
1138,0
114,0
1147,0
115,0
1150,0
1153,0
116,0
1160,0
1161,0
117,0
12,0
120,0
125,0
127,0
128,0
129,0
13,0
130,0
133,0
135,0
137,0
14,0
140,0
141,0
142,0
149,0
15,0
150,0
152,0
153,0
154,0
156,0
163,0
166,0
169,0
17,0
174,0
176,0
178,0
180,0
182,0
183,0
186,0
190,0
192,0
193,0
194,0
195,0
196,0
199,0
2,0
20,0
201,0
203,0
205,0
206,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
22,0
220,0
223,0
225,0
226,0
227,0
229,0
23,0
231,0
233,0
234,0
235,0
236,0
239,0
24,0
241,0
242,0
243,0
247,0
25,0
250,0
251,0
255,0
258,0
259,0
261,0
262,0
264,0
270,0
271,0
272,0
275,0
276,0
277,0
279,0
28,0
281,0
284,0
286,0
287,0
297,0
298,0
301,0
306,0
307,0
308,0
309,0
312,0
313,0
314,0
317,0
318,0
319,0
321,0
324,0
327,0
328,0
331,0
332,0
333,0
338,0
339,0
343,0
347,0
35,0
352,0
353,0
355,0
356,0
357,0
36,0
362,0
363,0
364,0
367,0
37,0
371,0
372,0
374,0
378,0
379,0
380,0
383,0
385,0
386,0
389,0
390,0
391,0
394,0
396,0
397,0
398,0
4,0
40,0
400,0
401,0
402,0
405,0
409,0
412,0
414,0
416,0
418,0
420,0
425,0
428,0
429,0
430,0
434,0
436,0
438,0
441,0
442,0
443,0
446,0
448,0
451,0
453,0
454,0
456,0
458,0
46,0
460,0
464,0
465,0
468,0
47,0
470,0
471,0
474,0
475,0
476,0
48,0
481,0
482,0
484,0
487,0
488,0
489,0
490,0
493,0
496,0
499,0
5,0
50,0
500,0
501,0
506,0
507,0
511,0
512,0
513,0
515,0
518,0
52,0
520,0
525,0
527,0
53,0
530,0
532,0
534,0
536,0
537,0
544,0
546,0
548,0
55,0
554,0
556,0
558,0
559,0
561,0
562,0
563,0
564,0
566,0
567,0
570,0
571,0
575,0
576,0
578,0
579,0
58,0
580,0
581,0
587,0
589,0
59,0
592,0
593,0
594,0
596,0
597,0
600,0
601,0
602,0
609,0
610,0
612,0
614,0
616,0
618,0
619,0
62,0
621,0
623,0
624,0
627,0
632,0
634,0
638,0
639,0
64,0
641,0
645,0
646,0
648,0
649,0
650,0
655,0
656,0
659,0
663,0
664,0
666,0
667,0
669,0
67,0
670,0
672,0
675,0
676,0
680,0
681,0
685,0
686,0
687,0
688,0
693,0
694,0
695,0
698,0
699,0
7,0
70,0
701,0
702,0
707,0
708,0
709,0
71,0
710,0
711,0
713,0
714,0
715,0
719,0
724,0
727,0
729,0
732,0
733,0
735,0
736,0
739,0
740,0
741,0
742,0
744,0
745,0
747,0
748,0
749,0
752,0
757,0
758,0
759,0
76,0
761,0
763,0
764,0
765,0
768,0
769,0
771,0
772,0
776,0
779,0
781,0
784,0
785,0
786,0
788,0
791,0
793,0
794,0
80,0
800,0
801,0
802,0
81,0
810,0
811,0
812,0
815,0
816,0
817,0
818,0
82,0
821,0
822,0
823,0
826,0
828,0
829,0
83,0
831,0
833,0
835,0
836,0
837,0
838,0
839,0
840,0
842,0
843,0
845,0
846,0
849,0
850,0
851,0
852,0
854,0
86,0
860,0
861,0
862,0
863,0
864,0
865,0
869,0
870,0
871,0
874,0
875,0
876,0
878,0
879,0
880,0
881,0
882,0
884,0
885,0
886,0
888,0
89,0
890,0
891,0
892,0
897,0
9,0
90,0
900,0
901,0
903,0
908,0
909,0
91,0
912,0
913,0
916,0
917,0
918,0
919,0
920,0
921,0
925,0
926,0
929,0
93,0
931,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
943,0
946,0
95,0
951,0
952,0
954,0
957,0
958,0
959,0
